NEU_E3	NEU_E3	NEU_E3	NEU_E4	NEU_E4	NEU_E4
SNCA	2970	2385	2905	3279	3014	1519
LOC644248	2	0	0	1	1	0
MMRN1	2	2	0	0	1	0
CCSER1	220	226	304	406	314	322
GRID2	18	22	32	50	30	22
ATOH1	0	0	0	0	0	0
SMARCAD1	603	905	953	943	939	988
HPGDS	0	0	0	0	0	0
PDLIM5	78	239	66	102	70	48
BMPR1B	7	20	26	10	10	4
UNC5C	418	317	398	527	603	851
PDHA2	0	0	1	0	0	0
STPG2	0	1	0	2	1	0
RAP1GDS1	2487	2013	2537	2464	3210	2217
TSPAN5	879	996	1026	1053	1129	813
EIF4E	322	404	498	431	517	378
METAP1	367	367	386	443	490	442
MIR3684	0	0	0	0	0	0
ADH5	837	998	862	995	1044	856
LOC100507053	12	19	12	23	10	15
ADH4	0	0	0	0	0	0
PCNAP1	0	0	0	0	0	0
ADH6	0	0	0	0	1	2
ADH1A	0	0	0	0	0	0
ADH1B	0	0	0	0	0	1
ADH1C	0	0	1	2	1	4
ADH7	0	0	0	0	0	0
C4orf17	0	0	0	0	0	1
TRMT10A	65	79	64	70	67	60
MTTP	15	8	13	3	4	11
DAPP1	0	0	0	0	1	0
LAMTOR3	955	881	964	1028	1023	874
DNAJB14	225	178	133	239	207	160
H2AFZ	516	785	699	582	598	691
LOC256880	7	13	14	17	13	18
DDIT4L	0	5	0	0	0	0
EMCN	0	0	0	0	0	0
EMCN-IT3	0	0	0	0	0	0
PPP3CA	1015	1123	1371	1498	1524	1398
FLJ20021	49	25	41	38	38	21
BANK1	2	5	1	1	0	0
SLC39A8	3	10	0	1	3	2
NFKB1	96	129	104	102	119	131
MANBA	262	192	189	261	239	148
UBE2D3	1593	2042	2024	2094	2223	2041
CISD2	602	579	723	604	806	531
SLC9B1	4	6	6	13	14	4
SLC9B2	436	355	375	449	474	406
BDH2	18	38	7	8	6	17
CENPE	35	95	33	96	57	38
TACR3	12	7	7	14	12	2
CXXC4	984	1504	1737	2023	1600	925
TET2	202	228	201	327	221	243
PPA2	227	200	223	200	207	200
ARHGEF38	0	0	0	0	0	0
ARHGEF38-IT1	0	0	0	0	0	0
INTS12	196	202	225	236	257	232
GSTCD	64	86	72	101	66	61
NPNT	109	26	27	37	16	17
TBCK	250	284	258	371	294	237
AIMP1	223	303	245	282	291	241
GIMD1	0	0	0	0	0	0
DKK2	24	22	18	10	14	4
PAPSS1	1086	1472	1580	1728	1739	1613
SGMS2	29	14	10	20	14	9
CYP2U1	153	131	126	141	158	163
HADH	185	168	152	162	218	193
LEF1	0	15	3	2	3	1
LEF1-AS1	0	0	0	0	0	0
RPL34-AS1	8	4	1	2	2	1
RPL34	1419	1143	1072	1091	1283	1313
OSTC	317	290	277	273	284	223
AGXT2L1	1	0	2	0	0	0
COL25A1	8	16	17	17	7	6
SEC24B-AS1	13	3	12	10	2	15
SEC24B	415	527	479	606	582	537
CCDC109B	73	31	27	20	37	49
CASP6	9	39	6	14	13	17
PLA2G12A	492	425	501	521	546	546
CFI	28	29	0	0	6	0
GAR1	29	72	46	59	58	44
RRH	0	2	1	3	2	1
LRIT3	4	7	18	13	5	0
EGF	0	14	2	4	4	0
ELOVL6	415	485	481	648	616	409
ENPEP	5	7	2	5	3	3
PITX2	328	1235	2246	1379	973	149
C4orf32	39	87	102	109	136	93
AP1AR	424	366	446	548	531	350
TIFA	98	112	102	124	104	101
ALPK1	2	20	4	9	7	7
NEUROG2	31683	53326	42114	57214	40023	48652
C4orf21	16	26	12	28	14	13
LARP7	193	297	259	247	270	205
MIR367	0	0	0	0	0	0
MIR302D	0	0	0	0	0	0
MIR302A	0	0	0	0	0	0
MIR302C	0	0	0	0	0	0
MIR302B	0	0	0	0	0	0
ANK2	9538	8722	10729	17662	14319	12111
MIR1243	0	0	0	0	0	0
CAMK2D	979	688	812	846	847	998
ARSJ	0	16	1	10	6	0
UGT8	21	20	20	34	12	8
MIR577	0	0	0	0	0	0
NDST4	73	51	74	85	54	100
MIR1973	0	0	0	0	0	0
TRAM1L1	141	122	164	108	151	134
NDST3	19	74	44	86	105	201
SNHG8	239	151	158	145	200	140
SNORA24	0	0	2	0	1	0
PRSS12	228	132	78	178	129	385
CEP170P1	5	6	5	15	8	11
METTL14	132	201	154	165	200	193
SEC24D	215	156	97	140	138	120
SYNPO2	189	78	99	128	120	125
MYOZ2	0	3	0	3	0	0
USP53	94	81	65	76	104	88
C4orf3	2157	1463	1191	1541	1760	1398
FABP2	0	0	0	0	0	0
FLJ14186	8	16	14	14	14	10
LOC645513	122	72	83	111	102	69
PDE5A	1	15	2	11	3	4
MAD2L1	33	73	16	26	19	21
PRDM5	16	10	9	10	6	6
NDNF	10	8	5	3	4	4
TNIP3	3	6	7	8	10	1
QRFPR	1	0	0	0	0	0
ANXA5	211	318	124	120	161	140
TMEM155	0	1	2	0	1	0
PP12613	0	0	0	0	0	0
EXOSC9	165	200	202	167	197	182
CCNA2	4	67	7	11	8	6
BBS7	350	348	379	338	404	374
TRPC3	45	54	59	90	93	69
KIAA1109	1320	1425	1471	2692	1818	1495
ADAD1	0	0	0	0	0	0
IL2	0	0	0	0	0	0
IL21	0	0	0	0	0	0
CETN4P	8	2	1	2	0	0
BBS12	67	87	88	105	121	112
FGF2	109	113	136	153	145	93
NUDT6	30	23	31	22	33	29
SPATA5	49	66	46	81	69	68
SPRY1	29	46	25	33	30	19
LOC285419	0	2	2	0	0	0
ANKRD50	587	785	756	1046	899	821
FAT4	62	81	53	69	50	36
MIR2054	0	0	0	0	0	0
INTU	40	26	28	56	36	31
SLC25A31	0	0	0	0	0	0
HSPA4L	815	578	594	869	799	464
PLK4	19	41	29	35	21	27
MFSD8	177	149	147	149	173	137
C4orf29	54	58	50	64	69	61
LARP1B	228	255	255	288	226	242
PGRMC2	483	453	546	490	669	451
PHF17	188	244	202	209	269	244
SCLT1	26	59	43	44	46	51
C4orf33	63	73	38	69	48	83
PCDH10	1040	528	893	996	972	693
PABPC4L	1	3	1	1	0	1
PCDH18	2	19	1	17	2	2
LINC00616	0	0	0	0	0	0
SLC7A11-AS1	0	0	0	0	0	2
SLC7A11	14	46	27	42	12	27
LINC00499	0	0	0	0	0	0
CCRN4L	196	173	185	201	186	159
ELF2	236	268	202	310	251	279
MGARP	1	7	6	2	2	5
NDUFC1	451	353	391	324	408	335
NAA15	468	604	592	587	658	584
RAB33B	268	220	235	286	306	269
SETD7	344	268	263	375	312	260
MGST2	44	32	28	38	36	26
MAML3	576	849	764	981	761	504
SCOC	2067	1951	2294	2454	2946	1760
LOC100129858	13	11	11	25	15	24
CLGN	230	291	313	335	353	449
ELMOD2	569	709	701	838	709	508
UCP1	0	0	0	1	0	1
TBC1D9	2119	2022	2301	2698	2723	2160
TNRC18P1	0	0	1	3	0	1
RNF150	500	412	328	833	467	543
ZNF330	149	161	156	133	161	120
IL15	2	6	11	5	7	3
INPP4B	71	62	99	96	81	13
USP38	216	293	305	293	303	332
GAB1	31	115	70	122	87	82
SMARCA5	1111	1951	1704	1845	1876	1533
GUSBP5	25	4	14	21	24	20
FREM3	29	44	48	84	43	14
GYPE	3	2	1	1	1	1
GYPB	0	0	0	0	0	0
GYPA	0	0	0	0	0	0
HHIP-AS1	3	11	7	8	7	4
HHIP	2	9	11	11	5	0
ANAPC10	50	59	47	46	69	58
ABCE1	466	559	522	551	596	548
OTUD4	294	212	220	330	316	342
SMAD1	603	732	800	776	1026	1293
MMAA	106	142	143	209	189	143
C4orf51	0	0	0	0	0	0
ZNF827	248	291	228	366	315	381
LOC100505545	0	0	0	0	0	0
LSM6	65	73	57	57	69	54
SLC10A7	59	68	72	72	99	107
POU4F2	241	198	414	231	272	277
TTC29	1	14	7	10	5	3
EDNRA	179	30	49	49	25	29
TMEM184C	537	465	500	526	532	470
PRMT10	168	120	105	138	106	113
ARHGAP10	45	51	18	39	27	21
MIR4799	0	0	0	0	0	0
NR3C2	33	13	34	14	19	6
DCLK2	707	804	760	1098	930	983
LRBA	185	256	176	266	259	262
MAB21L2	742	755	679	801	1001	1361
RPS3A	83	84	52	90	75	69
SNORD73A	0	0	0	0	0	0
SH3D19	193	165	183	269	255	213
PRSS48	0	0	0	0	0	0
FAM160A1	1	1	1	1	1	1
PET112	232	192	272	213	274	221
FBXW7	566	386	499	485	501	375
MIR3140	0	0	0	0	0	0
DKFZP434I0714	90	135	112	143	119	147
MIR4453	0	0	0	0	0	0
TMEM154	2	0	0	1	0	0
TIGD4	11	9	8	11	6	5
ARFIP1	91	164	129	175	130	159
FHDC1	235	401	261	383	336	351
TRIM2	4978	4778	5950	7199	7273	6200
ANXA2P1	1	0	0	0	0	1
MND1	7	18	24	18	26	2
KIAA0922	135	228	195	225	273	270
TLR2	0	2	0	0	0	0
RNF175	336	221	251	253	324	264
SFRP2	1	27	0	2	0	0
DCHS2	278	182	229	400	308	418
PLRG1	350	528	505	467	563	512
FGB	0	0	2	0	1	0
FGA	0	0	0	1	1	0
FGG	0	0	0	0	0	0
LRAT	6	5	1	8	3	7
RBM46	1	0	0	0	1	1
NPY2R	31	3	7	4	2	1
MAP9	1211	785	892	1202	1013	597
GUCY1A3	387	306	474	514	481	176
GUCY1B3	862	553	796	712	881	311
ASIC5	0	0	0	0	0	0
TDO2	2	8	0	1	0	0
CTSO	24	25	15	29	42	20
PDGFC	9	52	31	26	23	8
GLRB	350	194	333	270	403	179
GRIA2	697	701	781	953	997	509
LOC340017	0	0	0	0	0	0
FAM198B	3	12	0	4	4	4
TMEM144	5	4	1	1	0	0
RXFP1	0	1	1	0	0	2
C4orf46	70	110	82	137	93	90
ETFDH	161	120	100	147	127	95
PPID	475	586	536	519	581	443
FNIP2	645	769	874	1129	904	761
C4orf45	0	0	1	0	0	0
MIR3688-1	0	0	0	0	0	0
MIR3688-2	0	0	0	0	0	0
RAPGEF2	646	673	820	1027	931	658
FSTL5	507	497	774	668	645	234
NAF1	64	58	46	53	57	48
NPY1R	51	50	45	41	62	28
NPY5R	1	4	4	4	9	4
TKTL2	0	1	1	3	4	1
TMA16	68	61	56	48	51	51
MARCH1	393	456	480	622	535	306
ANP32C	0	0	0	0	1	1
MIR5684	0	0	0	0	0	0
LOC100505989	0	0	1	0	0	0
LOC100506013	0	1	0	1	2	1
TRIM61	3	7	6	9	3	6
FAM218A	129	163	189	176	157	149
TRIM60	0	0	0	0	0	0
TMEM192	233	311	242	270	315	317
KLHL2	454	494	643	582	745	592
GK3P	0	0	0	0	0	0
MSMO1	643	1520	1853	1837	1910	1757
CPE	10664	10675	12820	12579	14781	10699
MIR578	0	0	0	0	0	0
TLL1	8	7	10	9	17	21
SPOCK3	2416	1267	1621	1788	2176	2384
ANXA10	0	0	2	0	1	0
DDX60	6	5	1	0	0	1
DDX60L	3	7	2	2	1	1
PALLD	274	516	258	420	376	322
CBR4	170	127	96	124	109	79
SH3RF1	272	341	326	443	415	367
NEK1	265	337	273	379	326	320
CLCN3	3175	2702	3169	3585	3815	3153
C4orf27	238	274	238	242	291	194
LOC100506085	0	0	1	0	0	0
MFAP3L	210	115	160	178	185	126
AADAT	167	271	255	238	225	251
LOC100506122	0	0	0	0	0	0
GALNTL6	62	62	82	74	78	52
GALNT7	44	114	41	65	65	59
HMGB2	309	654	347	404	279	387
SAP30	24	41	25	25	28	15
SCRG1	3	29	16	11	7	7
HAND2	0	7	3	2	1	1
NBLA00301	0	0	0	0	0	0
FBXO8	102	79	86	84	78	59
CEP44	108	119	88	136	88	122
MIR4276	0	0	0	0	0	0
HPGD	15	17	24	17	14	13
GLRA3	42	23	26	40	37	29
ADAM29	5	4	5	2	13	7
GPM6A	1800	4474	4977	4555	5421	1582
WDR17	238	249	250	369	314	218
SPATA4	8	2	3	1	6	4
ASB5	0	0	0	0	0	1
SPCS3	1225	1385	1689	1630	1748	1843
VEGFC	5	4	3	4	4	1
NEIL3	0	10	0	1	0	2
AGA	24	20	15	16	17	9
LOC285501	3	2	3	4	5	6
LINC00290	0	0	0	0	0	0
MGC45800	6	8	3	1	4	4
MIR1305	0	0	0	0	0	0
TENM3	614	631	720	727	697	677
DCTD	327	293	263	273	322	301
FAM92A1P2	0	1	2	0	0	0
WWC2-AS2	0	0	0	0	0	0
WWC2	87	84	95	116	124	85
CLDN22	0	0	0	0	1	0
CLDN24	0	0	0	0	0	0
CDKN2AIP	112	198	186	159	216	192
LOC389247	0	1	1	1	0	0
ING2	127	154	159	134	187	116
RWDD4	55	84	84	70	72	69
TRAPPC11	604	716	708	863	813	676
STOX2	280	235	179	496	274	272
ENPP6	0	0	0	1	0	0
LOC728175	0	0	0	1	0	0
IRF2	108	65	55	86	91	92
CASP3	331	523	522	478	461	371
CCDC111	47	63	26	49	50	44
MLF1IP	19	60	16	14	13	14
ACSL1	475	533	673	625	693	717
SLED1	0	0	0	0	0	0
LOC731424	0	1	0	0	1	0
MIR3945	0	0	0	0	0	0
LOC100506229	0	0	0	0	0	0
HELT	0	0	0	0	0	0
SLC25A4	2591	1691	2104	1977	2345	1856
KIAA1430	635	579	681	805	750	542
SNX25	518	279	289	396	399	217
LRP2BP	25	25	20	34	19	14
ANKRD37	58	33	19	33	35	13
UFSP2	287	281	279	296	325	268
C4orf47	3	10	3	5	4	5
CCDC110	5	10	6	8	10	4
PDLIM3	10	51	11	27	8	7
SORBS2	715	892	889	988	852	800
TLR3	0	0	0	0	0	0
FAM149A	375	257	402	360	440	327
FLJ38576	3	6	3	2	4	1
CYP4V2	80	68	47	95	83	51
KLKB1	1	0	2	0	1	0
F11	0	0	0	2	1	0
LOC285441	1	0	0	1	1	1
MTNR1A	12	5	7	9	10	1
FAT1	87	222	67	168	114	61
LOC339975	0	1	1	0	2	0
ZFP42	1	1	5	4	2	1
TRIML2	0	0	0	0	1	1
TRIML1	0	0	0	0	0	0
LOC401164	5	5	3	3	2	3
FRG1	167	236	174	186	198	158
LOC100288255	0	0	0	0	0	0
FRG2	0	0	0	0	0	0
DUX4L4	0	0	0	0	0	0
MGC39584	0	0	0	0	0	0
MAFIP	0	0	0	0	0	0
PLEKHG4B	4	35	11	25	21	27
LRRC14B	0	0	0	0	0	0
CCDC127	185	254	200	238	260	288
SDHA	828	777	857	725	887	831
PDCD6	284	328	302	256	302	220
AHRR	94	31	36	65	53	54
C5orf55	89	54	67	66	56	47
EXOC3	426	408	354	399	426	398
PP7080	63	93	87	80	90	94
SLC9A3	1	4	1	1	3	2
MIR4456	0	0	0	0	0	0
CEP72	36	46	49	63	63	53
TPPP	1741	1402	1465	2002	1906	1775
ZDHHC11	73	69	45	111	74	73
BRD9	425	466	498	438	471	540
TRIP13	29	55	24	23	16	16
LOC100506688	24	14	9	10	6	16
NKD2	95	82	81	109	100	93
SLC12A7	224	341	301	277	222	235
MIR4635	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A18	0	1	3	1	0	0
TERT	0	4	0	0	0	2
MIR4457	0	0	0	0	0	0
CLPTM1L	786	791	906	841	1081	808
SLC6A3	5	13	2	7	2	11
LPCAT1	2026	1908	2708	2435	3099	2666
SDHAP3	38	35	30	55	31	24
LOC728613	106	108	73	133	95	86
MIR4277	0	0	0	0	0	0
MRPL36	130	120	116	97	123	99
NDUFS6	595	562	808	532	634	643
IRX4	0	2	1	3	2	5
IRX2	6	0	3	2	5	23
C5orf38	12	0	1	1	2	9
LOC285577	1	0	0	0	0	0
IRX1	8	1	0	1	6	20
LOC340094	0	0	0	0	0	0
ADAMTS16	2	5	1	5	6	5
KIAA0947	386	471	366	508	415	419
FLJ33360	1	0	1	0	1	1
MED10	445	414	460	370	432	409
UBE2QL1	1390	1471	2328	1544	2000	1152
LOC255167	22	52	46	56	75	81
NSUN2	343	411	339	353	366	364
SRD5A1	581	538	653	732	704	552
PAPD7	321	347	332	342	358	310
MIR4278	0	0	0	0	0	0
MIR4454	0	0	0	0	0	0
LOC442132	0	0	1	0	0	0
ADCY2	832	572	610	781	559	149
C5orf49	42	50	63	56	83	35
FASTKD3	60	59	59	38	45	39
MTRR	90	127	95	107	106	69
LOC729506	0	0	0	1	0	0
LOC100505738	0	2	0	0	0	0
MIR4458	0	0	0	0	0	0
SEMA5A	292	246	405	391	289	80
MIR4636	0	0	0	0	0	0
LOC100505806	2	3	2	5	4	2
SNORD123	0	0	0	0	0	0
TAS2R1	0	0	0	0	0	0
LOC285692	0	0	0	0	0	0
FAM173B	75	83	36	48	60	39
CCT5	1678	2310	2234	1941	2226	2117
CMBL	62	59	45	43	48	61
MARCH6	3186	4176	4160	5198	5062	4554
ROPN1L	24	17	16	11	30	11
ANKRD33B	83	88	52	95	33	54
DAP	229	356	268	253	339	266
CTNND2	2772	2363	3088	3413	3465	3418
CT49	0	0	0	0	0	0
DNAH5	16	12	22	22	24	23
TRIO	1747	2079	2088	3151	2640	2194
FAM105A	131	120	151	183	172	133
FAM105B	167	177	172	178	239	207
ANKH	809	500	588	645	592	517
LOC100130744	36	58	65	49	60	46
MIR4637	0	0	0	0	0	0
FBXL7	41	94	42	62	51	33
MARCH11	82	41	59	50	72	77
ZNF622	397	443	596	389	470	519
FAM134B	764	585	825	819	980	615
MYO10	9	128	38	65	19	8
LOC285696	66	90	92	128	79	49
BASP1	13310	13833	14910	15884	16571	10092
LOC401177	0	0	0	0	0	0
CDH18	401	220	346	356	303	106
GUSBP1	53	58	58	65	56	53
CDH12	133	134	99	174	113	76
PMCHL1	0	0	0	0	0	0
PRDM9	0	0	0	1	0	0
CDH10	379	255	317	393	446	375
LOC340107	0	0	0	0	0	0
CDH9	15	6	0	5	4	3
LOC643401	3	0	0	1	3	0
LSP1P3	0	0	0	0	0	0
CDH6	588	302	307	322	259	145
DROSHA	603	962	766	1015	858	859
C5orf22	478	521	575	580	604	460
PDZD2	376	288	335	546	486	344
MIR4279	0	0	0	0	0	0
GOLPH3	915	1075	1068	1003	1234	1012
MTMR12	139	252	238	233	210	288
ZFR	1331	1725	1906	2017	2160	1824
SUB1	1955	1750	1978	1907	2342	1666
NPR3	100	41	25	102	53	32
LOC340113	0	0	0	0	0	0
TARS	1056	1116	1138	1012	1123	1116
ADAMTS12	0	10	2	6	5	0
RXFP3	3	2	0	8	1	0
SLC45A2	0	1	2	6	0	0
AMACR	40	21	36	32	26	23
C1QTNF3-AMACR	0	0	0	0	0	0
C1QTNF3	2	24	10	17	8	5
RAI14	297	572	260	352	307	899
TTC23L	3	7	3	6	7	6
RAD1	241	381	372	346	379	308
BRIX1	140	199	182	162	206	133
DNAJC21	334	399	384	426	434	307
AGXT2	0	0	1	0	0	0
PRLR	9	9	1	6	5	1
SPEF2	40	41	46	57	35	32
IL7R	1	6	0	1	1	0
CAPSL	1	0	0	0	0	2
UGT3A1	4	4	1	0	0	0
UGT3A2	19	8	5	1	4	5
LMBRD2	337	243	261	467	368	296
MIR580	0	0	0	0	0	0
SKP2	63	108	46	75	60	69
NADKD1	321	484	453	495	466	461
RANBP3L	0	0	0	0	0	0
SLC1A3	1	43	10	1	3	1
LOC646719	694	981	960	1092	1080	1176
NIPBL	465	786	577	821	768	612
C5orf42	345	393	365	583	403	404
NUP155	295	372	287	391	346	332
WDR70	185	286	249	214	285	239
GDNF	3	13	17	7	7	10
EGFLAM	123	95	105	142	123	93
EGFLAM-AS4	0	0	0	0	0	0
LIFR	841	584	607	920	947	1290
MIR3650	0	0	0	0	0	0
OSMR	1	2	0	2	0	0
RICTOR	212	355	280	383	357	354
FYB	0	0	2	0	1	1
C9	0	0	0	0	0	0
DAB2	6	31	21	30	4	3
PTGER4	32	29	47	17	43	66
TTC33	355	453	475	549	537	499
PRKAA1	303	355	303	364	384	389
LOC100506548	1643	1957	1791	2013	1921	1950
RPL37	2200	2365	1850	2043	2096	2247
SNORD72	0	0	0	0	0	0
CARD6	0	1	1	1	0	1
C7	1	2	3	7	5	0
MROH2B	0	0	0	0	0	0
C6	1	0	0	0	2	0
PLCXD3	727	345	345	680	551	424
OXCT1	1634	1290	1726	1593	2045	1212
C5orf51	654	708	698	851	875	732
FBXO4	27	19	13	13	33	19
GHR	4	10	10	7	6	4
CCDC152	40	34	13	17	24	14
SEPP1	0	14	2	10	2	0
LOC648987	20	38	39	38	35	13
ANXA2R	11	6	4	6	9	0
LOC153684	2	2	2	1	0	0
LOC100132356	2	3	0	2	2	2
ZNF131	182	230	209	225	250	238
NIM1	128	95	142	124	129	77
HMGCS1	1085	3686	4189	4434	3917	3840
CCL28	0	0	1	0	0	0
C5orf28	63	43	34	39	50	32
C5orf34	18	37	24	32	26	36
PAIP1	341	458	442	455	439	395
LOC100652772	153	172	147	237	220	158
NNT	908	1070	1107	1371	1351	1273
FGF10	52	8	6	8	8	2
MRPS30	166	177	172	167	180	172
HCN1	831	364	483	677	534	641
EMB	268	159	202	287	260	251
PARP8	367	488	525	609	587	416
LOC642366	1034	577	607	1045	1143	1444
ISL1	2306	1167	1605	1812	1889	2751
PELO	301	229	304	303	281	326
ITGA1	0	44	3	65	18	2
ITGA2	7	9	5	8	5	3
MOCS2	507	440	535	513	657	506
LOC257396	14	14	12	11	21	20
FST	0	4	0	1	1	2
NDUFS4	656	490	549	562	546	524
ARL15	253	287	279	424	348	290
MIR581	0	0	0	0	0	0
HSPB3	0	0	0	0	0	0
SNX18	230	181	145	189	139	163
ESM1	0	2	0	1	1	0
GZMK	0	0	0	0	0	0
GZMA	0	0	0	0	0	0
CDC20B	0	0	0	0	0	0
GPX8	2	64	6	19	6	5
MIR449A	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0
MCIN	0	0	0	0	2	0
CCNO	13	8	0	10	8	7
DHX29	371	582	565	545	535	591
SKIV2L2	592	740	727	727	751	759
PPAP2A	243	210	243	217	248	236
MIR5687	0	0	0	0	0	0
RNF138P1	2	2	1	3	3	3
SLC38A9	77	141	75	105	128	91
DDX4	0	2	0	1	2	3
IL31RA	14	4	3	3	0	0
IL6ST	1428	976	960	1460	1358	935
ANKRD55	40	19	26	25	31	24
MAP3K1	122	149	117	146	163	176
SETD9	51	30	58	35	50	47
MIER3	155	280	248	263	243	239
GPBP1	861	1410	1323	1313	1432	1153
ACTBL2	0	0	0	1	0	0
PLK2	126	200	211	226	212	270
GAPT	1	1	0	0	1	3
RAB3C	598	479	488	1019	659	554
PDE4D	786	577	585	735	563	307
PART1	5	2	0	3	1	0
DEPDC1B	7	24	11	7	7	8
ELOVL7	44	15	22	22	27	19
ERCC8	78	100	83	101	138	101
NDUFAF2	110	69	86	84	89	65
SMIM15	359	559	488	461	591	466
ZSWIM6	298	611	574	677	621	504
C5orf64	0	1	0	1	1	0
KIF2A	1954	1825	1939	2331	2215	1864
DIMT1	53	65	70	50	76	61
IPO11	101	97	90	129	97	93
LRRC70	0	3	4	5	1	4
IPO11-LRRC70	0	0	0	0	0	0
HTR1A	5	2	4	2	2	1
RNF180	172	205	187	247	270	220
RGS7BP	495	329	401	595	432	325
FAM159B	1	0	1	2	0	0
SREK1IP1	275	386	345	363	407	368
CWC27	166	278	190	267	222	227
ADAMTS6	0	12	0	3	2	0
CENPK	7	17	5	4	5	2
PPWD1	90	125	61	110	68	64
TRIM23	503	461	523	560	558	508
TRAPPC13	291	257	219	236	250	211
SGTB	976	679	794	923	895	717
NLN	752	807	943	1103	1059	1121
ERBB2IP	221	352	263	404	271	286
LOC100303749	0	0	0	0	0	0
SREK1	315	516	401	608	571	465
MAST4	250	270	250	405	344	244
CD180	0	1	0	0	0	0
PIK3R1	592	800	809	984	948	965
SLC30A5	249	324	288	290	372	284
CCNB1	70	191	66	71	84	71
CENPH	32	65	31	32	30	35
MRPS36	229	170	230	184	235	182
CDK7	130	130	106	109	129	96
CCDC125	71	68	39	68	56	60
TAF9	617	812	785	799	820	708
RAD17	276	352	347	317	382	318
MARVELD2	2	1	1	0	0	1
OCLN	8	7	4	11	6	9
GTF2H2C	0	0	0	0	0	0
GTF2H2D	0	0	0	1	0	0
LOC100272216	0	0	1	0	0	0
GUSBP3	0	0	0	0	0	0
SERF1A	0	0	0	0	0	0
SERF1B	0	0	0	0	0	0
SMN2	0	0	0	0	0	0
SMN1	0	0	0	0	0	0
SMA4	13	16	6	17	10	8
GTF2H2B	5	10	5	8	7	7
SMA5	6	4	5	7	5	7
LOC441081	1	0	0	0	1	0
GUSBP9	0	0	0	0	0	0
NAIP	7	16	5	18	11	10
GTF2H2	4	3	2	3	2	5
LOC647859	0	2	0	2	1	1
PMCHL2	0	0	0	0	2	0
BDP1	496	618	443	711	561	489
MCCC2	357	253	266	297	304	249
CARTPT	19	15	15	14	21	8
MAP1B	29751	36341	40975	62788	56497	44885
MIR4803	0	0	0	0	0	0
MRPS27	393	517	509	508	594	499
PTCD2	93	47	61	61	63	43
ZNF366	0	1	0	1	0	1
TNPO1	1102	1606	1436	1711	1729	1515
MIR4804	0	0	0	0	0	0
FCHO2	37	110	49	87	81	81
TMEM171	4	1	1	3	0	2
TMEM174	0	0	0	0	0	0
FOXD1	19	32	22	21	18	24
BTF3	737	1241	1013	965	1065	999
ANKRA2	240	247	258	254	288	239
UTP15	121	111	134	123	123	137
ARHGEF28	77	27	15	34	27	14
ENC1	1522	2171	2240	2513	2967	2918
HEXB	244	241	200	235	267	209
GFM2	415	473	423	503	509	481
NSA2	255	402	344	333	407	360
FAM169A	1162	946	1125	1267	1416	959
GCNT4	2	1	1	2	3	12
ANKRD31	2	3	1	6	7	1
HMGCR	1819	3865	4290	5204	4685	4824
COL4A3BP	589	594	657	769	863	657
POLK	232	245	177	285	242	324
ANKDD1B	1	1	3	0	2	0
POC5	72	101	86	80	87	123
SV2C	955	151	139	450	263	235
IQGAP2	26	33	6	14	17	30
F2RL2	8	8	4	6	6	5
NCRUPAR	0	0	0	0	0	0
F2R	339	560	567	609	674	1163
F2RL1	11	23	8	9	10	17
S100Z	0	0	0	0	0	0
CRHBP	22	9	14	13	28	12
AGGF1	320	411	325	411	469	332
ZBED3	17	11	4	25	7	16
SNORA47	1	2	0	0	1	0
ZBED3-AS1	6	5	5	5	4	2
PDE8B	39	33	18	46	58	29
WDR41	591	533	469	577	589	522
OTP	13	39	82	17	17	2
TBCA	636	830	775	609	839	644
AP3B1	204	284	202	222	218	240
SCAMP1	1359	1677	1892	2209	2170	1436
LHFPL2	55	71	91	130	189	267
ARSB	347	278	332	386	385	376
DMGDH	10	17	15	23	9	16
BHMT2	0	0	1	0	0	0
BHMT	0	0	0	0	0	0
JMY	194	345	301	403	359	330
HOMER1	317	388	421	481	492	390
PAPD4	146	170	120	125	130	118
CMYA5	1	8	1	5	5	3
MTX3	240	228	137	194	162	147
THBS4	38	97	72	82	90	34
SERINC5	168	304	351	386	339	278
LOC644936	0	0	0	1	0	1
SPZ1	0	0	0	0	0	0
CRSP8P	2	0	1	1	0	0
ZFYVE16	180	263	198	302	256	228
FAM151B	9	18	22	11	17	21
ANKRD34B	17	25	20	22	19	11
DHFR	13	22	19	20	21	16
MTRNR2L2	3	1	3	6	2	3
MSH3	192	189	217	230	221	218
RASGRF2	126	84	111	89	117	29
RNU5E-1	0	0	0	0	0	0
RNU5D-1	0	0	0	0	0	0
CKMT2	2	0	0	1	1	2
LOC100131067	43	40	43	38	35	52
ZCCHC9	91	100	63	77	76	63
ACOT12	3	14	10	12	7	5
SSBP2	199	377	314	387	329	246
ATG10	88	73	85	77	95	59
RPS23	2503	3200	3277	2874	3335	3357
ATP6AP1L	17	14	14	14	14	9
MIR3977	0	0	0	0	0	0
TMEM167A	2026	2379	2649	2723	3080	2047
SCARNA18	0	0	0	0	0	0
XRCC4	43	56	47	36	49	37
VCAN	86	349	221	459	283	50
HAPLN1	2	2	8	1	3	3
EDIL3	1187	888	1064	1472	1226	1103
NBPF22P	0	0	0	0	0	0
COX7C	1741	1507	1850	1404	2101	1635
